Word,ValenceMean,ValenceSD,%ValenceRaters ,ArousalMean,ArousalSD,%ArousalRaters
inclinar,4.6,1.43,100,5.35,0.75,100
incluir,6.1,1.33,100,4.9,1.17,100
inclusión,5.8,1.24,100,5.35,1.04,100
inclusive,5.65,1.27,100,5.3,1.45,100
incluso,5.15,0.88,100,5.2,0.62,100
incógnita,3.95,1.85,100,6.95,1.43,100
incoherencia,3.6,1.35,100,6.35,1.57,100
incoherente,3.2,1.2,100,5.9,1.62,100
incomodidad,2.55,1.36,100,6.95,1.61,100
incómodo,2.95,1.57,100,6.75,1.45,100
incomparable,6.5,1.73,100,5.1,1.62,100
incompatibilidad,2.5,1.24,100,6.05,1.73,100
incompatible,2.8,1.32,100,6.15,1.53,100
incompetencia,2.7,1.17,100,6.85,1.31,100
incompetente,2.55,1.15,100,6.55,1.36,100
incompleta,2.75,1.16,100,6.2,1.24,100
incomprensible,2.65,1.31,100,6,1.3,100
incomprensión,2,1.11,95,6.15,1.39,100
incomunicación,2.3,1.08,100,6.35,1.73,100
inconcebible,3.4,1.23,100,5.6,1.85,100
inconclusa,3.35,1.5,85,5.59,1,85
incondicional,5.85,1.27,100,5.4,1.47,100
inconfundible,6,1.41,100,4.5,1.96,100
incongruencia,3.35,1.35,100,6.15,1.14,100
inconmensurable,5.44,1.71,80,5.57,0.94,70
inconsciencia,4.35,1.81,100,5.35,2.3,100
inconsciente,4.8,1.99,100,5.5,1.85,100
inconstitucional,3.79,1.84,95,5.9,1.29,100
inconstitucionalidad,4.05,0.89,100,6.3,1.45,100
incontenible,4.89,1.15,95,6.15,1.46,100
incontestable,3.9,1.29,100,6.4,1.35,100
incontrastable,3.85,1.27,100,5.6,1.31,100
incontrolable,3.2,1.44,100,7.45,1.32,100
incontrolada,3.5,1.47,100,7.4,0.94,100
inconveniente,2.65,1.42,100,6.6,1.5,100
incordio,2.63,1.42,95,6.8,1.11,100
incorporación,6.45,1.32,100,5.4,1.93,100
incorporar,5.75,1.02,100,4.95,1.36,100
incorrecto,2.55,1.43,100,6.3,1.08,100
incredulidad,4.1,1.12,100,5.45,1.85,100
incrédulo,4,0.86,100,5.35,1.39,100
increíble,7.4,1.31,100,6.8,1.64,100
incrementar,6.35,0.93,100,6.15,1.18,100
incremento,5.75,1.48,100,5.7,1.92,100
incubación,4.35,1.27,100,5.7,1.81,100
incuestionable,4.3,1.75,100,5.8,1.15,100
inculcar,6.05,1.87,95,5.3,1.45,100
incumbir,4.82,1.7,85,6,1.58,85
incumplimiento,3.3,1.45,100,6.5,1.28,100
incumplir,2.9,0.85,100,6.9,1.21,100
incurable,1.65,1.27,100,7.7,1.42,100
incurrir,4.29,0.99,85,6.13,1.02,80
incursión,4.87,0.64,75,5.64,0.84,70
indagación,4.45,1.23,100,5.68,1.57,95
indagar,5.6,1.67,100,6.05,1.32,100
indebida,3.35,1.31,100,5.7,1.03,100
indecente,3.2,1.44,100,6.8,1.15,100
indecible,4.5,1.04,90,5.67,1.71,90
indecisión,2.75,1.37,100,6.85,1.09,100
indeciso,3.55,1.15,100,6,1.56,100
indefensión,2.26,1.1,95,6.8,1.44,100
indefenso,3.05,1.54,100,6.53,1.55,100
indefinible,4,1.17,100,5.9,1.29,100
indefinido,5.55,1.5,100,5.65,1.81,100
indemne,5.77,1.88,65,4.83,0.92,90
indemnización,5.65,1.93,100,5.45,1.82,100
indemnizar,5.8,1.96,100,5.85,1.42,100
independencia,6.8,1.32,100,5.05,2.33,100
independentista,4.85,1.39,100,6.6,1.23,100
independiente,6.7,1.69,100,5.65,2.01,100
independizar,6.65,1.76,100,5.95,1.7,100
indescriptible,5.5,1.99,100,5.6,1.27,100
indeseable,2.7,1.3,100,6.6,1.1,100
indestructible,5.85,1.57,100,5.35,1.9,100
indeterminado,4.2,1.06,100,5.4,1.14,100
india,5.55,1.1,100,4.4,2.23,100
indica,5.15,0.37,100,4.58,1.5,95
indicación,5.65,0.93,100,5.4,0.94,100
indicador,5.1,0.79,100,5,1.03,100
indicar,5.55,0.89,100,4.4,1.96,100
indicaré,5.3,0.57,100,4.9,1.68,100
indicaría,5.21,0.54,95,4.75,0.97,100
índice,5.5,1.24,100,4.9,0.91,100
indicio,5.1,0.79,100,5.95,0.76,100
indico,5.3,1.13,100,5.4,1.7,100
indiferencia,4.25,1.59,100,5.75,1.52,100
indiferente,4.18,1.24,100,4.45,1.78,100
indígena,5.3,1.22,100,5.8,1.74,100
indigencia,2.6,1.47,100,6.05,1.15,100
indigna,3.15,1.42,100,6.1,1.17,100
indignación,3.15,2.08,100,7.6,1.35,100
indigno,3.2,1.54,100,6.3,1.38,100
índigo*,6.25,1.6,60,5.33,0.87,45
indio,5.85,1.42,100,4.9,1.59,100
indirecta,5.15,0.81,100,6.3,1.56,100
indirecto,4.7,0.47,100,4.85,1.04,100
indiscreta,3.4,1.05,100,6.2,1.06,100
indiscriminada,4.2,2.42,100,5.75,1.55,100
indiscutible,4.65,1.04,100,5.65,1.5,100
indispensable,5.45,1.99,100,5.45,1.1,100
individualidad,5.75,1.68,100,4.5,1.99,100
individualismo,5.15,1.6,100,4.6,1.85,100
individualista,4.6,1.54,100,5.2,1.32,100
individuo,5.65,1.14,100,4.5,1.43,100
indivisible,4.9,0.55,100,5.11,1.85,95
índole,5.7,1.22,100,4.89,0.57,95
indolencia,4,1.08,90,5.06,1.63,90
indolente,4.85,3.3,100,4.81,1.05,80
indomable,5.2,1.61,100,7.3,1.22,100
indonesia,5.6,1.39,100,4.7,1.34,100
inducción,4.85,0.81,100,5.4,1.82,100
inducir,4.85,0.88,100,5.8,0.83,100
indudable,5.45,1.54,100,4.65,1.69,100
indulgencia,4.79,1.08,95,5.25,1.92,100
indulgente,4.75,1.52,100,5.16,1.12,95
indulto,4.58,2.09,95,5.26,1.59,95
indumentaria,5.21,1.03,95,5.1,1.33,100
industria,4.78,0.89,100,5.58,1.11,100
industriales,4.55,0.6,100,5.2,1.88,100
industrialización,4.6,1.23,100,5.3,1.59,100
inédito,5.65,0.99,100,6.35,0.99,100
inefable*,3.88,1.25,40,5.71,0.76,35
ineficacia,3.15,1.23,100,5.65,1.69,100
ineficaz,2.8,1.2,100,5.7,1.69,100
ineficiente,2.95,1.03,95,5.9,1.71,100
ineludible,4.6,0.83,75,5.28,1.49,90
inequívoca,5.5,1.67,100,4.65,1.42,100
inercia,4.35,1.39,100,4.85,1.14,100
inercial,4.94,0.85,80,5.13,1.93,80
inerte,3.4,1.57,100,4.65,1.69,100
inesperado,6.1,1.74,100,6.6,1.6,100
inestabilidad,2.25,1.02,100,6.8,1.58,100
inestable,2.95,1.19,100,6.8,1.58,100
inestimable,4.95,1.32,100,5.58,1.46,95
inevitable,4.7,1.89,100,6.7,1.81,100
inexistencia,3.55,1.32,100,4.35,2.16,100
inexistente,3.75,1.07,100,4.85,2.41,100
inexorable,4.72,1.13,90,6.07,1.44,75
inexperiencia,3.05,1.1,100,6.35,1.14,100
inexperta,4.3,1.08,100,6.3,1.03,100
inexplicable,4.7,1.53,100,5.95,1.96,100
inexpugnable,4,1.67,55,5.31,1.45,80
infalible,6.4,1.43,100,5.65,1.69,100
infame,3.15,1.18,100,6.33,1.28,90
infamia,2.32,1.29,95,6.33,1.37,90
infancia,7.65,1.5,100,4.35,2.25,100
infanta,4.3,1.26,100,4.7,1.3,100
infante,4.4,1.64,100,5.65,1.14,100
infantería,4.3,1.49,100,5.4,2.16,100
infanticidio,1.94,1.14,85,7.41,1.46,85
infarto,1.4,0.68,100,7.35,2.35,100
infatigable,6,0.97,100,5.85,2.03,100
infección,2.48,1.4,100,7.3,1.34,100
infelicidad,2.15,1.93,100,7.05,1.32,100
infeliz,1.5,0.83,100,6.63,2.14,100
inferencia,5.24,0.75,85,5,1.38,100
inferior,3.05,1.4,100,5.35,1.66,100
inferioridad,2.1,1.21,100,6.4,1.47,100
inferir,4.78,1.66,90,5.45,1.23,100
infernal,2.25,1.52,100,7.3,1.3,100
infidelidad,1.7,0.98,100,7.9,1.25,100
infiel,1.65,1.27,100,7.18,1.26,100
infierno,2.4,2.09,100,7,1.75,100
infiltración,4.25,1.29,100,6.9,1.33,100
ínfima,4.59,1.06,85,4.53,2,75
infinidad,5.9,1.33,100,5.65,1.53,100
infinita,6.8,2.09,100,5.4,2.46,100
infinito,7.15,1.31,100,5.95,1.82,100
infinitud,6.3,1.59,100,5.32,1.45,95
inflación,3.7,1.17,100,5.95,1.15,100
inflamable,3.45,1.28,100,6.85,1.9,100
inflamación,2.75,1.21,100,6.4,0.94,100
inflexible,2.65,1.14,100,6.45,1.36,100
inflexión,4.63,1.83,95,5.35,1.27,100
inflorescencia,4.71,0.73,70,4.47,1.59,85
influencia,5.05,1.82,100,5.8,1.11,100
influir,5.15,1.69,100,5.7,1.03,100
influjo,5.1,1.02,100,5.1,0.64,100
influyente,4.95,1.5,100,5.95,1.15,100
información,7.15,1.57,100,4.95,1.54,100
informal,5.7,1.08,100,4.8,1.32,100
informar,6,1.21,100,4.85,1.04,100
informática,5.6,1.23,100,4.6,1.6,100
informático,5.2,0.95,100,4.8,1.74,100
informativo,5.6,1.27,100,5.05,1.43,100
informe,4.65,1.09,100,5.5,1.85,100
infortunio,3.2,1.28,100,6.7,1.34,100
infracción,3.45,1,100,6.8,1.06,100
infraestructura,5.1,0.45,100,4.75,1.25,100
inframundo,3.35,2.11,100,6.25,1.92,100
infranqueable,5.45,1.76,100,5.7,1.3,100
infrarrojo,5.1,0.55,100,5.4,0.94,100
infrecuente,5.3,0.73,100,5.6,1.14,100
infringir,3.1,1.21,100,6.55,1.19,100
infundir,4.85,1.18,100,5.3,1.26,100
infusión,6.05,1.43,100,2.4,1.5,100
ingeniera,6.05,1.36,100,5,1.3,100
ingeniería,4.75,1.25,100,5.25,0.85,100
ingeniero,6.05,1.39,100,4.7,1.69,100
ingenio,6.9,1.29,100,5.43,2.01,100
ingenioso,7.05,1.1,100,5.8,2.12,100
ingente,4.7,1.06,50,4.75,1.06,80
ingenua,4.1,1.55,100,4.75,1.77,100
ingenuidad,4.3,1.75,100,5.3,1.78,100
ingenuo,3.9,2.13,100,4.75,1.89,100
ingerir,5.2,1.06,100,5.7,1.49,100
ingesta,5.25,1.33,100,5.45,1.32,100
ingestión,4.3,1.3,100,5,1.76,95
ingles,6,1.38,100,5.85,1.46,100
inglés,5.85,1.79,100,5.6,1.47,100
inglesa,5.65,1.18,100,5.15,1.5,100
ingratitud,3,1.75,100,6.65,1.69,100
ingrato,2.85,1.23,100,6,1.34,100
ingrediente,6.4,1.19,100,4.3,1.81,100
ingredientes,6.3,1.42,100,5,1.75,100
ingresar,5.1,2.02,100,6.65,1.69,100
ingreso,6.65,1.81,100,5.65,2.32,100
inhabilitación,2.15,1.18,100,6.15,1.66,100
inhalación,4.5,0.76,100,5.6,1.98,100
inherente,4.72,1.02,90,5.26,1.56,95
inhibición,4.05,1.1,100,4.9,1.89,100
inhibir,4.25,1.83,100,5.25,1.33,100
inhumano,2.55,1.79,100,6.7,1.87,100
iniciación,7.05,1.47,100,5.15,1.69,100
iniciador,6.4,1.57,100,4.84,1.38,95
inicial,6,1.56,100,4.95,0.83,100
iniciar,6.9,1.37,100,5.35,1.5,100
iniciativa,7.35,1.27,100,6.15,1.5,100
inicio,6.95,1.61,100,4.55,2.06,100
inigualable,6.85,1.42,100,5.8,2.09,100
inimaginable,5.05,2.37,100,5.5,1.7,100
inimitable,6.45,1.32,100,4.85,1.87,100
ininterrumpida,4.75,1.29,100,5.5,0.95,100
iniquidad*,4,2,30,5.09,0.7,55
injerencia*,4.33,1.15,15,6.15,1.57,65
injuria,2.89,1.18,90,7.1,0.97,100
injuriar,3.06,1.24,80,6.63,1.09,80
injusticia,1.95,0.83,100,8.05,1.15,100
injustificada,3.5,1.28,100,6.15,1.23,100
injusto,2.4,1.27,100,7.35,1.31,100
inmaduro,2.9,1.17,100,6.4,1.5,100
inmanente*,5,0,35,6.89,1.62,45
inmaterial,4.55,1.36,100,4.8,1.4,100
inmediatez,5.35,1.39,100,5.6,1.57,100
inmediato,6.6,1.5,100,5.65,1.63,100
inmejorable,7.8,1.61,100,4.9,2.15,100
inmemorial,4.78,1.4,90,4.68,1.2,95
inmensa,6.4,1.19,100,5.95,1.79,100
inmensidad,6.5,1.36,100,6.6,1.9,100
inmersión,5.1,1.21,100,6.1,1.74,100
inmerso,5.55,1.15,100,5.05,1.32,100
inmigración,4.5,1.05,100,5.7,1.59,100
inmigrante,4.75,2,100,5.55,0.83,100
inminencia,5.21,1.62,95,5.74,1.59,95
inminente,4.58,1.68,95,6.16,1.17,95
inmoral,2.9,1.48,100,6.78,1.98,100
inmoralidad,2.5,1.36,100,6.55,1.15,100
inmortal,7.2,1.36,100,6.2,1.28,100
inmortalidad,6.5,2.14,100,5.7,2.49,100
inmóvil,3.55,1.57,100,4,2.58,100
inmovilidad,2.45,1.15,100,5.8,2.59,100
inmovilismo,3.8,1.61,100,4.15,2.25,100
inmueble,5.45,0.83,100,4.8,1.15,100
inmunda,3,1.52,100,5.95,1.68,95
inmune,6.9,1.12,100,4.6,2.06,100
inmunidad,6.75,1.86,100,4.75,2.24,100
inmunológico,6.15,1.6,100,5.25,1.52,100
inmutable,4.7,1.22,100,4.3,1.49,100
innata,6.35,1.69,100,4.4,1.73,100
innecesario,3.8,1.06,100,5.35,0.99,100
innegable,5,1.52,100,4.95,0.94,100
innoble,2.76,1.3,85,5.41,1.58,85
innovación,7.05,0.83,100,5.5,2.14,100
innovador,7.55,1.23,100,6.25,1.12,100
innovadora,7.25,0.91,100,5.95,1.96,100
innovar,6.8,1.4,100,6.2,1.01,100
inocencia,6.3,1.53,100,3.5,1.88,100
inocente,6.6,1.39,100,3.75,2.07,100
inofensivo,6.05,1.5,100,2.25,1.02,100
inolvidable,7.55,1.67,100,5.55,2.37,100
inoportuno,2.65,1.35,100,6.45,0.94,100
inoxidable,5.55,0.83,100,4.95,1.28,100
inquebrantable,5.15,2.39,100,5.8,1.74,100
inquietante,4,1.56,100,7.05,1.54,100
inquieto,4.5,1.7,100,7.35,1.25,100
inquietud,3.5,1.28,100,7.1,1.33,100
inquilino,4.9,0.72,100,5.5,0.89,100
inquirir,4.63,1.09,80,5.88,1.22,85
inquisición,2.45,1.88,100,7.4,1.64,100
inquisidor,3.2,1.36,100,6.15,1.18,100
insaciable,5.9,1.92,100,6.1,1.68,100
insalvable,2.25,1.12,100,6.9,1.94,100
insatisfacción,2.1,0.97,100,6.95,1.57,100
insatisfecho,2.5,1.1,100,6.35,1.9,100
inscribir,5.65,1.09,100,5.55,1.23,100
inscripción,5.5,0.69,100,5.65,1.14,100
insecto,4.38,1.63,100,6.28,1.58,99.88372093
inseguridad,2.25,1.07,100,7.2,1.4,100
inseguro,2.13,1.2,100,6.58,1.26,100
inseminación,4.6,1.27,100,5.5,1.85,100
insensatez,2.65,1.35,100,6.15,2.11,100
insensato,3.45,1.67,100,6.85,1.5,100
insensibilidad,2.65,1.23,100,6.6,1.27,100
insensible,2.15,1.09,100,5.45,1.57,100
inserción,4.95,1.1,100,5.26,1.1,95
inserta,4.55,1.43,100,5.85,1.57,100
insertar,5.5,1.19,100,5.25,0.79,100
inservible,2.7,1.13,100,5.5,1.64,100
insigne,5.18,0.4,55,5.14,0.53,70
insignia,5.35,1.14,100,5.45,1.39,100
insignificante,3.15,1.73,100,4.3,1.84,100
insinuación,5.85,1.39,100,6.5,1,100
insinuar,5.9,1.25,100,6.35,1.73,100
insistencia,5.1,1.71,100,6.35,1.35,100
insistente,4.65,1.79,100,5.85,1.69,100
insistir,4.25,1.65,100,6.5,0.95,100
insolencia,2.58,1.39,95,6.15,1.69,100
insolente,3.18,1.2,100,6.26,1.33,95
insólito,6.11,1.41,95,6.26,1.15,95
insoluble,4.7,1.22,100,4.7,1.45,100
insolvencia,3.47,1.23,85,6.33,1.08,90
insomnio,2.9,1.21,100,7.6,1.19,100
insondable,4.63,1.54,80,5.22,1.52,90
insoportable,2.2,1.01,100,7.25,0.91,100
insostenible,3.15,1.35,100,6.35,1.23,100
inspección,3.8,1.2,100,7,1.08,100
inspeccionar,4.5,1.61,100,6.05,1.32,100
inspector,4.25,1.29,100,5.95,1.43,100
inspira,7.05,1.32,100,5.05,1.93,100
inspiración,7.68,1.34,95,4.55,1.99,100
inspirado,7.38,1.31,100,5.28,2.47,100
inspirador,7.63,1.01,95,4.65,2.28,100
inspirar,6.8,1.45,100,4.13,1.92,100
inspiraré,6.45,1.23,100,5.8,1.51,100
inspiraría,6.25,1.12,100,5.7,1.92,100
inspiro,6.55,1.43,100,4.2,1.64,100
instalación,5.4,0.75,100,4.75,1.37,100
instalador,5.1,0.85,100,4.65,1.18,100
instalar,5.8,1.36,100,4.65,1.53,100
instancia,5.33,0.91,90,4.5,1.54,100
instantánea,6.55,1.32,100,5.3,1.22,100
instante,6.1,1.17,100,5.75,0.91,100
instar,5.2,1.01,75,4.79,1.12,70
instauración,4.95,0.78,95,5.25,1.12,100
instaurar,5.3,1.17,100,5.4,1.1,100
instintiva,6.5,1.64,100,5.75,1.48,100
instinto,5.8,1.06,100,5.8,1.96,100
institución,4.9,1.25,100,4.8,1.64,100
institucional,4.75,0.64,100,5.2,1.64,100
institucionalización,4.68,1,95,4.8,1.06,100
instituir,5.45,1.28,100,5.1,1.21,100
instituto,5.25,2.34,100,5.4,1.82,100
institutriz,4.76,1.68,85,5.21,0.63,95
instrucción,5.05,1.5,100,5.55,1.23,100
instrucciones,4.85,1.14,100,4.85,2.11,100
instructor,5.6,1.27,100,5.3,1.53,100
instruir,5.45,1.5,100,5.95,1.27,95
instrumentación,5.1,1.21,100,5.65,1.04,100
instrumental,6.1,1.41,100,4.45,1.47,100
instrumento,6.4,1.35,100,4.1,2.1,100
insuficiencia,3,1.59,100,6.6,1.54,100
insuficiente,2.75,1.02,100,6.35,1.5,100
insufrible,2.85,1.42,100,6.65,1.79,100
ínsula,5.42,1.07,95,5.61,1.42,90
insular,4.56,1.42,90,5.05,1.22,95
insulina,3.75,1.33,100,5.85,1.18,100
insultante,2.35,0.93,100,7.45,1.1,100
insultar,2.65,1.57,100,6.95,1.57,100
insulto,2.65,1.53,100,7.05,1.23,100
insuperable,5.45,2.74,100,6.05,1.96,100
insurgencia,4.75,0.77,80,6.05,1.78,95
insurgente,4.54,1.66,65,5.59,1.28,85
insurrección,4.56,1.62,90,6.16,1.83,95
intachable,6,1.62,100,4.45,2.11,100
intacta,6.55,1.5,100,3.95,1.47,100
intangible,4.65,1.35,100,4.95,1.61,100
íntegra,6.75,1.41,100,4.65,1.79,100
integración,6.3,1.78,100,5.2,1.61,100
integrador,6.3,1.03,100,5.4,1.5,100
integral,5.35,1.35,100,5.1,1.45,100
integrante,5.8,0.89,100,5,0.92,100
integrar,6.9,1.41,100,4.9,1.55,100
integridad,7.5,1.32,100,4.45,1.57,100
integrismo,6.25,1.94,100,4.68,1.2,95
integrista,5.39,1.14,90,4.67,1.53,90
intelecto,6.63,1.39,100,5.4,1.76,100
intelectual,7.65,0.99,100,5,2.15,100
intelectualidad,6.5,1.4,100,5.26,1.63,95
inteligencia,7.85,1.14,100,5.65,2.23,100
inteligente,7.8,1.44,100,5.85,2.03,100
inteligible,5.11,2.64,95,4.95,1.47,95
intemperie,4.3,1.66,100,6.21,0.92,95
intención,6.3,1.34,100,5.55,1.61,100
intencional,5.15,1.14,100,5.75,0.72,100
intencionalidad,5.8,1.4,100,5.35,1.39,100
intendencia,4.53,0.87,85,4.83,1.99,60
intendente,4.76,1.15,85,5.13,1.78,80
intensa,5.7,1.38,100,7.15,1.5,100
intensidad,5.65,1.46,100,6.4,1.19,100
intensificación,6.47,1.61,95,6.7,1.34,100
intensificar,5.7,1.17,100,6.45,1.15,100
intensiva,5.05,1.5,100,6.45,1.7,100
intentar,6.9,1.25,100,5.75,1.89,100
intento,5.8,1.11,100,5.7,1.53,100
intentona,5.1,1.21,100,5.89,1.05,95
inter,5.13,0.62,80,5,1.17,85
interacción,6.25,1.16,100,6.05,1.43,100
interactiva,6.4,1.14,100,5.6,1.64,100
interactividad,5.84,1.38,95,5.65,1.18,100
interactuar,7.05,1.28,100,6,1.52,100
interanual,5,0.32,100,4.79,1.08,95
intercambiar,6.3,1.17,100,5.85,1.14,100
intercambio,6.15,1.27,100,6.2,1.36,100
interceder,5.21,1.32,95,5.6,1.6,100
interceptar,5.05,0.94,100,5.75,1.65,100
intercesión,5,1.11,70,5.65,1.41,85
interconexión,5.95,1.1,100,5,1.26,100
intercultural,6.85,0.99,100,5.95,1.7,100
interdependencia,5.6,1.5,100,5.6,1.98,100
interés,6.3,1.81,100,5.95,1.93,100
interesado,5.45,1.61,100,5.8,1.61,100
interesante,7.2,1.64,100,6.15,1.73,100
interesar,6.6,1.43,100,6.1,1.89,100
interestelar,6.15,1.5,100,6.05,1.72,95
interfaz,5.35,0.81,100,4.76,1.56,85
interferencia,4.1,0.72,100,6.25,1.29,100
interferir,4.2,1.47,100,5.9,1.25,100
interfono,5.16,0.96,95,4.89,1.45,95
interino,5.7,1.13,100,5.35,1.04,100
interior,5.7,1.42,100,4.45,1.19,100
interlocutor,5.25,0.55,100,4.65,1.53,100
intermediación,5.55,1.1,100,4.9,1.17,100
intermediario,5.65,1.14,100,4.85,1.42,100
intermedio,5.05,0.76,100,4.8,1.15,100
interminable,3.6,1.82,100,5.55,2.46,100
intermitente,4.9,1.17,100,5.65,1.23,100
interna,4.8,1.06,100,4.6,1.39,100
internacional,6.15,1.31,100,5.55,0.83,100
internacionalización,5.7,1.08,100,5.3,1.34,100
internamiento,3.5,1.32,100,6,1.75,100
internet,7.35,1.53,100,5.1,1.74,100
interpelación,5.57,1.65,70,4.82,0.81,85
interponer,3.75,1.37,100,5.9,1.48,100
interposición,4.21,1.08,95,5.65,1.09,100
interpretación,5.8,1.11,100,5.75,0.97,100
interpretar,6.2,1.4,100,5.8,1.15,100
interpretativa,5.6,0.94,100,5.05,1.32,100
intérprete,6.15,1.39,100,4.95,1.36,100
interrelación,6.16,1.57,95,4.7,1.08,100
interrogación,4.7,0.73,100,5.55,1.73,100
interrogante,4.35,0.75,100,6.55,1.32,100
interrogar,4.45,1.47,100,6.95,1.15,100
interrogatorio,2.85,1.31,100,6.5,1.5,100
interrumpir,3.15,1.27,100,6.1,1.02,100
interrupción,3.1,1.33,100,6.6,0.99,100
interruptor,5.1,0.31,100,4.85,1.18,100
intersección,4.63,0.96,95,5.7,1.42,100
intervalo,5,0.73,100,4.65,1.73,100
intervención,4.55,1.88,100,6.7,1.22,100
intervencionismo,5.33,1.41,90,5.7,1.26,100
intervenir,5.4,1.47,100,6.35,1.18,100
interventor,5.63,1.01,95,6.11,1.23,90
intestinal,4.05,1.36,100,5.4,1.19,100
intestino,4.9,0.91,100,4.7,1.59,100
intimidación,3.35,1.66,100,7.1,1.07,100
intimidad,6.9,1.65,100,3.95,2.28,100
intimidar,3,0.92,100,6.7,1.34,100
intimista,4.93,1.44,75,5.26,1.37,95
íntimo,6.78,1.35,100,5.2,2.45,100
intolerable,3.1,1.45,100,7.4,1.1,100
intolerancia,3,1.21,100,6.9,1.37,100
intoxicación,1.95,1.05,100,7.35,0.99,100
intranquilidad,2.2,1.01,100,7.45,1.36,100
intransigencia,2.79,1.18,95,6.4,1.39,100
intransigente,2.75,1.07,100,6.85,1.04,100
intrépido,5.1,1.77,100,6.1,1.77,100
intriga,4.55,1.82,100,7.2,1.47,100
intrínseca,5.55,0.83,100,4.95,2.5,100
introducción,5.45,0.94,100,4.7,1.3,100
introducir,5.55,0.89,100,5.3,0.86,100
intromisión,3.89,1.29,95,6.2,1.7,100
introspección,5.9,1.45,100,5.4,2.04,100
intrusión,3.16,1.42,95,7.21,1.36,95
intruso,2.9,1.01,100,7.08,1.73,100
intuición,7.4,1.39,100,5.2,1.61,100
intuir,6.35,1.09,100,5.7,1.45,100
intuitiva,7.05,1.1,100,5.45,1.43,100
inundación,2.75,1.39,100,7.4,1.43,100
inundaciones,1.8,0.95,100,6.85,1.6,100
inundado,2.9,1.41,100,6.7,1.22,100
inundar,2.55,1.19,100,6.65,1.14,100
inusitada,4.31,1.65,65,4.9,0.32,50
inusual,5.75,0.91,100,5.5,1.82,100
inútil,2,1.12,100,6.18,1.63,100
inutilidad,2.4,1.14,100,6.4,1.27,100
invadir,3.1,1.29,100,7,1.52,100
invalidez,2.2,1.24,100,6.15,1.6,100
inválido,2.3,1.17,100,6.15,1.84,100
invariable,4.45,1.28,100,5.1,1.33,100
invasión,3,1.41,100,7.05,1.32,100
invasor,2.85,1.33,100,6.85,1.25,100
invencible,7,1.3,100,6.8,2.07,100
invención,5.4,1.47,100,5.3,1.17,100
inventar,7.05,1.23,100,5.5,0.95,100
inventario,4.25,1.16,100,5,1.26,100
inventiva,5.8,1.94,100,5.32,0.95,95
invento,6.35,1.27,100,6.1,1.25,100
inventor,7,1.08,100,5.55,1.73,100
invernadero,5.5,1.36,100,3.9,1.97,100
invernal,5.75,1.59,100,4.3,2.32,100
inverosímil,4.3,1.78,100,5.85,1.23,100
inversa,4.8,0.95,100,4.65,1.23,100
inversión,5.65,1.42,100,5.9,1.68,100
inversor,5.3,1.08,100,5.45,1.85,100
invertir,5.53,1.11,100,5.63,1.67,100
invertiré,5.2,0.95,100,6.2,1.01,100
invertiría,5.35,1.18,100,5.75,1.07,100
investidura,4.95,0.78,95,5.85,1.04,100
investigación,6.8,1.28,100,5.85,1.81,100
investigador,6.9,1.17,100,5.9,1.92,100
investigadora,6.4,1.05,100,5.45,1.99,100
investigar,6.8,1.24,100,6.1,1.25,100
inviable,3.5,1.1,100,6.2,1.61,100
invicto,5.12,1.73,85,5.53,1.7,85
invierno,5.75,2.29,100,4.3,2.3,100
invierte,5.7,1.38,100,5.25,1.45,100
invierto,5.55,1.57,100,5.74,1.48,95
inviolabilidad,5.4,1.6,100,5.15,2.18,100
inviolable,5.1,1.48,100,4.65,2.21,100
invisible,5.35,2.08,100,4.3,2.32,100
invitación,6.65,1.39,100,5.9,1.45,100
invitada,6.45,0.89,100,5.65,1.95,100
invitar,7.5,1.4,100,5.25,1.71,100
invocación,3.9,1.21,100,5.9,1.25,100
invocar,3.95,1.76,100,6.15,1.76,100
involucrar,4.55,1.43,100,6.2,1.01,100
involuntario,4.15,1.09,100,5.1,1.55,100
inyección,2.6,1.43,100,7.55,1.28,100
inyectar,3.05,1.5,100,6.7,1.59,100
ion,5.37,1.16,95,5.28,1.45,90
ir,5.4,0.75,100,5.15,1.04,100
ira,2.5,1.43,100,7.75,1.55,100
iraní,4.55,1.36,100,5.8,1.74,100
iraquí,4.3,1.3,100,5.85,0.93,100
irascible,3.74,1.66,95,6.8,1.01,100
iré,4.7,0.47,100,5.4,0.99,100
iría,5.32,0.82,95,4.6,1.82,100
iridio*,5.2,0.45,25,4.73,1.1,75
iris,6.1,1.37,100,4.6,2.14,100
irlandés,5.9,0.91,100,4.7,1.81,100
irlandesa,5.5,0.95,100,5.1,1.65,100
ironía,5.9,2,100,6.2,1.44,100
irónico,5.65,1.57,100,5.8,1.47,100
ironizar,4.7,1.63,100,6,0.92,100
irracional,3.5,1.73,100,6.6,1.14,100
irradiación,4.2,1.32,100,6.06,1.26,90
irradiar,5.65,2.23,100,6.42,1.26,95
irreal,4.35,2.16,100,6.4,1.23,100
irrefutable,4.2,1.47,100,5.8,2.02,100
irregular,4.05,1.05,100,6.05,1.85,100
irregularidad,3.7,1.56,100,6.1,1.74,100
irrelevante,4.45,0.89,100,4.25,1.59,100
irremediable,3.4,1.19,100,5.95,1.19,100
irrenunciable,4.35,1.66,100,5.55,1.7,100
irreparable,2.8,1.01,100,6.6,0.99,100
irrepetible,6.9,1.52,100,6.25,1.86,100
